0.0 3
0.630933 1.89
1.40555 1.73812
2.27168 1.71073
3.13781 1.66636
3.43221 1.94411
4.00395 1.77003
4.28715 1.94704
4.67595 2.14292
4.94795 1.90697
5.13675 1.93466
5.32555 1.8209
5.98635 2.02891
6.36395 2.2611
6.64715 2.70657
6.83595 2.96633
7.02475 3.09719
7.31915 3.47125
7.87435 3.55132
8.15755 3.87025
8.34635 3.81495
8.62955 3.72029
8.92395 3.9346
15.4969 7.86919
15.8218 3.9346
16.8879 3.9314
17.1823 3.922
17.9428 3.75103
18.0484 3.71995
18.8922 3.53687
19.1866 3.17138
19.7583 3.10598
20.0415 2.74545
20.6244 2.70658
20.9076 2.62355
21.6628 2.36364
21.8516 2.2339
22.146 2.09006
22.7012 1.9343
22.89 1.8041
23.2788 1.65373
23.834 1.53987
24.0228 1.45131
24.3172 1.71509
24.6004 1.76107
25.0612 1.67064
25.25 1.59857
25.6388 1.64431
25.922 1.66535
26.2884 1.56155
26.5716 1.80136
26.866 2.06887
27.1492 2.11215
27.4324 2.12064
27.7044 2.00138
27.8932 1.87327
28.3764 1.91855
28.754 2.04237
29.026 2.09759
29.2148 2.02358
29.498 2.06585
30.0756 2.18493
30.4532 2.24789
30.6308 2.16518
30.8196 2.09449
31.1028 2.03168
31.7636 2.0716
32.33 2.29843
32.5188 2.44649
32.7076 2.52621
33.002 2.57207
33.5572 2.46192
34.1236 2.36764
34.3124 2.28893
34.5012 2.22181
34.89 2.27015
35.3508 2.18305
35.6452 2.44558
36.0116 2.38169
36.2948 2.43008
36.4836 2.44784
37.2388 2.85668
37.5332 2.92347
37.8052 2.91828
38.0884 2.7978
38.3716 2.69622
38.9492 3.04782
39.2212 2.86469
39.5988 2.67998
39.8932 2.56543
40.1652 2.78133
40.5428 3.0156
40.8372 3.16529
41.1092 2.93524
41.4036 2.7517
41.5812 2.77803
42.0532 2.62969
42.3476 2.54242
42.5252 2.59871
42.9972 2.51042
43.2916 2.46628
43.5636 2.73443
43.9412 2.79589
44.2356 2.66822
44.5076 2.8351
44.8852 2.82696
45.1796 2.74151
45.4516 2.85605
45.746 2.78294
45.9236 2.76733
46.3956 2.8501
46.69 2.80696
46.8676 2.76595
47.3396 2.83211
47.634 2.86484
47.906 2.8735
50.5679 4.03424
51.434 4.69608
52.3039 5.00901
53.2644 5.00449
53.6532 4.5348
54.1306 4.55053
54.7082 4.28034
54.9967 4.16761
55.2911 3.73233
55.7717 3.45208
56.0628 3.19088
56.346 2.96269
56.7236 2.84345
56.929 2.78134
57.4122 2.50572
57.7786 2.28949
57.9674 2.123
58.545 1.8985
58.817 1.80946
59.0058 1.74341
59.3002 1.80318
59.8666 1.81533
60.0442 1.70214
60.233 1.61192
60.6218 1.64643
61.0826 1.54078
61.3658 1.57943
61.5546 1.59784
62.0378 1.70705
62.4986 1.76962
62.6874 1.69389
62.9706 1.73831
63.5482 1.86427
63.9146 1.82902
64.1034 2.0056
64.2922 2.10896
64.681 2.27917
65.2474 2.36071
65.425 2.18091
65.7082 2.14883
65.897 2.10966
66.3802 2.17615
66.9354 2.19141
67.1242 2.19919
67.4074 2.18757
67.5962 2.1658
68.1738 2.24158
68.729 2.2773
68.9178 2.2856
69.1066 2.16991
69.3898 2.18502
70.0618 2.28956
70.5226 2.23986
70.7114 2.40594
70.9002 2.50172
71.089 2.54723
71.3834 2.57294
72.233 2.77084
72.505 2.66934
72.6938 2.58126
72.8826 2.50473
73.0714 2.43929
73.649 2.69934
74.2154 2.53917
74.393 2.46197
74.6762 2.57973
74.865 2.64314
75.1594 2.78925
75.4314 2.9625
75.7258 2.74387
76.1866 2.6723
76.481 2.54581
76.753 2.435
77.0474 2.47143
77.225 2.68545
77.4646 2.6181
77.6534 2.64749
77.9366 2.80004
78.1254 2.95922
78.3651 3.05061
78.4578 3.39816
