0.0 0
0.630933 0.63
38.4304 0.67275
39.2965 0.696906
40.1626 0.718043
41.0288 0.736538
41.8949 0.75272
42.1893 0.803755
42.761 0.811661
43.2442 0.842078
43.6272 0.845069
43.9216 0.884435
44.3936 0.917506
44.4933 0.911067
44.8933 0.918684
45.3429 0.922473
45.5317 0.936914
45.9482 0.951675
46.3146 0.954216
46.5034 0.956439
47.0032 0.968759
47.2752 0.967789
47.464 0.99044
47.7584 1.02351
48.136 1.03707
48.3136 1.03719
48.5968 1.04916
48.9856 1.07139
49.2576 1.07772
49.5408 1.09638
49.824 1.11271
50.4016 1.15062
50.5792 1.17204
50.768 1.17891
51.0512 1.18505
51.8064 1.21254
51.9952 1.23797
52.184 1.26023
52.4672 1.2797
53.3168 1.30849
53.5056 1.33368
53.6944 1.35584
53.8832 1.36336
54.8272 1.38182
55.016 1.39784
55.2048 1.43548
55.3936 1.46842
55.688 1.51037
56.5264 1.53395
56.7152 1.55471
56.904 1.57274
57.0928 1.58852
57.4816 1.61421
58.2256 1.62481
58.4144 1.63408
58.6032 1.64232
58.792 1.67303
59.0864 1.71315
59.3696 1.73501
60.0192 1.74238
60.3024 1.76058
60.4912 1.77651
60.68 1.79045
61.0688 1.81439
61.352 1.83534
61.9072 1.84192
62.1904 1.84768
62.3792 1.85272
62.568 1.88063
62.8624 1.91843
63.1456 1.93825
63.4288 1.95559
63.8896 1.95889
64.1728 1.96178
64.456 1.97606
64.6448 1.98868
65.0336 2.01147
65.3168 2.03141
65.6 2.04886
65.9664 2.05238
66.1552 2.07908
66.4384 2.10244
66.7216 2.12289
67.016 2.1539
67.2992 2.16791
67.6768 2.19193
67.96 2.21293
68.1376 2.20769
68.4208 2.21486
68.704 2.22112
68.9872 2.22673
69.376 2.24339
69.6592 2.25797
69.9312 2.2576
70.3088 2.26902
70.592 2.29214
70.8752 2.3125
71.1584 2.33031
71.4528 2.34715
71.9248 2.37238
72.1968 2.39296
72.5856 2.42559
72.7632 2.42926
73.0464 2.43248
73.3296 2.43517
73.5184 2.42578
73.9904 2.4398
74.5568 2.46383
74.8512 2.48772
75.2176 2.50576
75.4064 2.52291
75.7008 2.5393
75.8784 2.54051
76.1616 2.55332
76.5392 2.55278
77.1056 2.55231
77.5888 2.5754
77.8608 2.58385
78.0496 2.59124
78.4272 2.60821
78.616 2.62431
78.8992 2.63852
79.2768 2.65083
79.8432 2.66173
80.4096 2.68164
80.7872 2.71231
81.0816 2.75227
81.2592 2.76223
81.448 2.77096
81.7312 2.77859
82.1088 2.78526
82.6752 2.7911
83.2416 2.79622
83.6192 2.80069
83.9968 2.81498
84.1856 2.82886
84.3744 2.84112
84.5632 2.83998
85.0352 2.85086
85.6016 2.86025
86.168 2.86847
86.5564 2.87704
